Código Expediente;Obj;Organo;Procedimiento de adjudicación;Tipo de contrato;Importe de licitación;Importe de adjudicación;Identidad del adjudicatario;Ejercicio;M
CONMY20171200000102;limpieza edificio de plaza de los sitios; 7 - zaragoza (6 meses);HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;60984.32;54192.23;SOLDENE S.A.;2017;
CONMY20177200000011;c4/2017 tamarite de litera (h) ampliacion edar obra;INSTITUTO ARAGONÉS DEL AGUA;Abierto;Obras;698387.41;578194.94;ESPINA OBRAS HIDRAULICAS S.A.;2017;
CONMY20171300000079;digital.catalog y sistem. instr. planeamto 16 y aseg jurid;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Servicios;24793.39;21790;CENTRO OBSERVACION TELEDETECCION;2017;
CONMY20175200000585;dirección obras reforma pabellón san juan de dios crp el pilar;SERVICIO ARAGONÉS DE SALUD;Abierto;Servicios;120000;70000;B PESTANA & ASOCIADOS S.L.;2017;
CONAD20175300000368;suministro gas natural h.turia 13.8.17 a 12.8.19;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;50826.45;50826.45;NEXUS ENERGIA S.A.;2017;
CONMY20177100000042;suministro e inst equipamiento para sais de cpd ast_2017_029;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Suministros;49586.78;48810.7;RIELLO ENERDATA SL;2017;
CONMY20175200000628;sustitución equipo frio/calor c.s. utebo (z);SERVICIO ARAGONÉS DE SALUD;Abierto;Obras;149702.21;124000;ELECTRICIDAD FERYSAN S.A.;2017;
CONMY20175200000644;suministro de ampliacion almacenamiento diagnostico cancer;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;144000;141862.52;INFORMATICA EL CORTE INGLES S.A.;2017;
CONMY20171400000184;gestion de residuos bailin y sardas;DESARROLLO RURAL Y SOSTENIBILIDAD;Abierto;Servicios;136363.64;122521;ADIEGO HERMANOS S.A.;2017;
CONMY20171400000279;146 rb74065 control e informe final life resecom;DESARROLLO RURAL Y SOSTENIBILIDAD;Abierto;Servicios;46400;38976;CONATUR S COOP;2017;
CONAD20171400000280;proy. caminos secano c.p. ontiñena h170003;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Obras;1799978.38;1799978.38;EMPRESA TRANSFORMACION AGRARIA S.A.;2017;
CONMY20171300000048;señaliz. horiz. y coloc. barrera seg. en crtras. zona teruel;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Obras;247880.12;181200.2;API MOVILIDAD S.A.;2017;
CONMY20177100000038;implantacion sistema idm ast_2017_028;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Abierto;Servicios;200000;142000;NOLOGIN CONSULTING S.L.;2017;
CONMY20171000000101;alquiler de vehículos con conductor para la dgjei;PRESIDENCIA;Abierto;Servicios;35880.43;28474.85;AUTOTURISMOS PROCAS S.L.;2017;
CONMY20175100000082;formación en idioma inglés y certificación de nivel;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;955000;620740;ESTUDIOS ZARAGOZA SL;2017;
CONMY20171000000086;servicio de mantenimiento integral del inst.med.legal de aragón (imla);PRESIDENCIA;Abierto;Servicios;258941.88;223467.11;VEOLIA SERVICIOS NORTE S.A.U.;2017;
CONAD20171700000024;conad 10/2017: encargo ejecución ast mantenimiento evolutivo;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Por administración;Servicios;4716289.56;4716289.56;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONMY20171200000089;contrato del servicio de mantenimiento licencias sap 2018-2019;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;2806850.13;2806850.13;SAP ESPAÑA SIST APLIC PRODUC INFORM;2017;
CONMY20171300000051;integración de red viaria y red hidrográfica con otras fuentes de datos ofi;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Servicios;50000;25500;INNOVILAND SOLUTIONS S.L.;2017;
CONMY20171200000098;limpieza delegacion territorial huesca - plaza cervantes; 1 (6 meses);HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;90354.7;75000;DISTRIVISUAL S.L.;2017;
CONMY20171200000103;limpieza edificio pignatelli - pº mª agustín; 36 zaragoza (6 meses);HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Servicios;348710.38;324802.48;LACERA SERVICIOS Y MANTENIMIENTO SA;2017;
CONMY20177400000011;servicio de mantenimiento del parque de vehiculos del cita (2018-2021);CENTRO DE INVESTIGACIÓN Y TECNOLOGÍA AGROALIMENTAR;Abierto;Servicios;82593.39;82593.39;RAFAEL MENOR; MANUEL;2017;
CONMY20171300000043;marcas viales en ctras. autonómicas prov. zaragoza. año 2017;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Obras;148745.74;116616.66;TRANSFER SDAD DE MARCAS VIALES SLU;2017;
CONMY20171300000044;marcas viales en crtras. de la prov. de huesca. año 2017;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Obras;208363.82;158564.87;TRANSFER SDAD DE MARCAS VIALES SLU;2017;
CONAD20175300000118;suministro de electricicad residencia hogar doz 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;28925.62;28925.62;ENDESA ENERGIA S.A.;2017;
CONAD20175300000119;suministro de gas hogar doz 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Suministros;28925.62;28925.62;NEXUS ENERGIA S.A.;2017;
CONMY20175100000137;mantenimiento equipamiento técnico ctaz;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;312000;287649.52;DESARROLLO E INTEGRACION DE;2017;
CONMY20175200000645;servicio de soporte y mantenimiento farmatools y dietools;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;260606.77;260606.77;DOMINION INSTALACIONES Y MONTAJE SA;2017;
CONAD20175300000126;servicio de seguridad y vigilancia residencia hogar doz 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Derivado de acuerdo marco;Servicios;91735.54;90433.4;UTE-CIS COMPAÑIA INTEGRAL DE;2017;
CONMY20175200000650;mantenimiento sistema gpt;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;161324.16;161324.16;INTERNATIONAL BUSINESS MACHINE;2017;
CONMY20171800000187;dirección ejecución construc. ies+bach de (12+4) uds. villanueva de gállego;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;102939.44;59980;FUENTES MONCAYOLA SLP;2017;
CONMY20171800000189;coordinación seg. y salud construc. ies+bach (12+4) uds. villanueva gállego;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;21312.51;13195;FUENTES MONCAYOLA SLP;2017;
CONMY20171300000203;actualizacion licencias hexagon (apollo; erdas imagine y erdas ermapper);VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Suministros;59990;59800;TECNOGEO SL;2017;
CONMY20171300000128;señalización turística de varios destinos sistho en huesca;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Abierto;Suministros;197391.9;129883.87;API MOVILIDAD S.A.;2017;
CONAD20171400000409;servicio asi.tec. redaccion candidatura convocatoria fondos life 2017;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;10964.68;10964.68;SDAD ARAGONESA DE GESTION;2017;
CONAD20171400000413;lote 3: 3 turismos de gama baja centro sanidad y certificacion vegetal;DESARROLLO RURAL Y SOSTENIBILIDAD;Derivado de acuerdo marco;Suministros;23556.2;23556.2;VEHICULOS DE ARAGON S.L.;2017;
CONAD20175300000694;impuesto bienes inmuebles 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Por administración;Servicios;100360.41;100360.41;AYUNTAMIENTO DE TERUEL;2017;
CONMY20175200000957;suministro de switches de acceso para servicios de radiologia;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;91353.72;74875.73;SISTEMAS INTEGRALES DE REDES Y;2017;
CONAD20171300000375;sum. 4 veh. turismo gama media opel astra 1.0;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Derivado de acuerdo marco;Suministros;55952.08;52522.84;CIVERA AUTOMOCION S.A.;2017;
CONAD20171800001136;armarios y estantes 189/2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;2100;1631;SILLERIA ARAGONESA JAVIER YUSTE SL;2017;
CONAD20171800001137;encerados 190/2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;310;182;SILLERIA ARAGONESA JAVIER YUSTE SL;2017;
CONAD20171800001138;mesas; armarios y otros infantil 191/2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;3090;2487;SILLERIA ARAGONESA JAVIER YUSTE SL;2017;
CONAD20171800001139;mesas y sillas 192/2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;7489;7489;SACAI S.A.;2017;
CONAD20171800001140;equipamiento diverso 195/2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;393;390;SACAI S.A.;2017;
CONMY20171000000263;chalecos antidisturbios y placas balísticas upa aragón;PRESIDENCIA;Negociado;Suministros;72530;72530;FEDUR S.A.;2017;
CONAD20171400000423;145 rb84013 activid.informaºy educaº ambiental en centros interpretación;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;1950000;1950000;SDAD ARAGONESA DE GESTION;2017;
CONAD20171300000327;estabiliz. y consolid. de talud en ctra. a-226; p.k. 121+400-.-castellote;VERTEBRACIÓN DEL TERRITORIO; MOVILIDAD Y VIVIENDA;Negociado;Obras;130578.51;130578.51;ALTIUS GEOTECNIA Y OBRAS ESPECIALES;2017;
CONAD20171400000424;146 rb84008 gestión catálogo especies amenazadas 2018-2019;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;879986.15;879986.15;SDAD ARAGONESA DE GESTION;2017;
CONAD20171600000338;botas concepcion otal-10/17;SANIDAD;Derivado de acuerdo marco;Suministros;83.31;80.62;EL CORTE INGLES S.A.;2017;
CONMY20175300000696;actividades mejora calidad de vida 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Servicios;46000;41900;ASOCIACION FAMILIARES DE ENFERMOS;2017;
CONAD20171800000966;ruta 22. reserva plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;15189.82;15189.82;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000967;ruta 23. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;20387.18;20387.18;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000973;ruta 62. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;21610.09;21610.09;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000974;ruta 64. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;27097.09;27097.09;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000977;ruta 69. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;12872.73;12872.73;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000987;ruta 43. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;18021.82;18021.82;LA FRANJA DE ARAGON S.L.;2017;
CONAD20171400000443;146 rb74103 levantamiento gnss laguna del cañizar 2017;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;49535.9;49535.9;EMPRESA TRANSFORMACION AGRARIA S.A.;2017;
CONLT20175200000654;10 servidores de 2 procesadores de 8 cores;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;98500;69600;HIBERUS SISTEMAS INFORMATICOS S.L.;2017;
CONAD20171400000408;146 rb84007 trabajos proyectos poctefa: habios y ecogyp;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;342171.45;342171.45;SDAD ARAGONESA DE GESTION;2017;
CONMY20171800000996;prestacion del servicio de transporte escolar. ruta 63/ep/7/2017;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;24877.36;21687.27;LA HISPANO DE FUENTE EN SEGURES  SA;2017;
CONAD20171200000133;suministro multifuncion arendamiento 48meses para dg funcion publica;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;2016;1608;SOLITIUM S.L.;2017;
CONLT20175200000655;ampliacion ram de 4 servidores huawei;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;32000;30156.8;INFORMATICA EL CORTE INGLES S.A.;2017;
CONLT20175200000656;ampliacion ram de 4 servidores dell;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;44000;41730.92;INFORMATICA EL CORTE INGLES S.A.;2017;
CONAD20175300000665;suministro agua y cánones saneamiento 2018;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Por administración;Suministros;35867.76;35867.76;UTE AGUA Y ALCANTARILLADO TERUEL;2017;
CONAD20171400000477;145 tb83473 mantenimiento infraestr y control visitantes eennpp(te) 2018-19;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;220240.64;220240.64;SDAD ARAGONESA DE GESTION;2017;
CONAD20171400000478;145 hb82004 mejora habitats nat forestint com y manten senderos posets mala;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;569989;569989;SDAD ARAGONESA DE GESTION;2017;
CONMY20177100000066;desarrollo aplicación control residuos;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Derivado de acuerdo marco;Servicios;412614.88;289973.2;UTE IA SOFT-OESIA;2017;
CONAD20171400000426;145 rb84010 desarrollo y seguimiento técnico secretaría cpn 2018-2019;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;99589.82;99589.82;SDAD ARAGONESA DE GESTION;2017;
CONAD20171800001055;adquisicion impresora bca. zaragoza;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;140;140;MECANIZACION CALCULO Y REGISTRO SL;2017;
CONLT20175100000086;formación de formadores;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;42480;18644.63;VITALLE ZAURIN ISABEL;2017;
CONLT20175100000087;gestión de la formación;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;13500;6942.15;VITALLE ZAURIN ISABEL;2017;
CONLT20175100000088;administración empresarial;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;21420;13259.5;NASCOR FORMACION SLU;2017;
CONLT20175100000089;aplic. inform. geográficas;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;24000;19504.13;CRUCHAGA BERMEJO; LUIS JAVIER;2017;
CONLT20175100000090;actividades indoor;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;32832;25950.41;HOZONA S.L;2017;
CONLT20175100000091;turismo activo;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;76152;57471.08;UR RAFTING S.L.L.;2017;
CONLT20175100000092;especialización en montaña;INSTITUTO ARAGONÉS DE EMPLEO;Abierto;Servicios;43320;33801.65;PROYECTOS REALIZACIONES ARAGON;2017;
CONAD20171400000479;145 hb82002 senderos e infraest uso público y serv itin informac guara;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;822749.13;822749.13;SDAD ARAGONESA DE GESTION;2017;
CONMY20171000000201;obras de ampliación y reforma de sala de autopsias imla;PRESIDENCIA;Abierto;Obras;63872.68;49935;EL CORTE INGLES S.A.;2017;
CONMY20171600000248;suministro de 2.000 dosis de vacunas frente a fiebre amarilla;SANIDAD;Abierto;Suministros;38000;38000;SANOFI AVENTIS S.A.;2017;
CONAD20171200000122;contrato derivado amh gas edif.interdepartamentales gob.aragón;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;63453.03;63453.03;NEXUS ENERGIA S.A.;2017;
CONMY20171400000321;diseño y realización exposicion itinerante calidad del aire dentro earea;DESARROLLO RURAL Y SOSTENIBILIDAD;Abierto;Servicios;49450;43000;COLECTIVO EDUCACION AMBIENTAL S.L.;2017;
CONAD20171000000252;interconexión redundante a la red del gob.aragón palacio jus.te;PRESIDENCIA;Por administración;Servicios;19297.52;23350;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONAD20171400000398;patrocinio de alimentos de aragón en programa la pera limonera en aragon tv;DESARROLLO RURAL Y SOSTENIBILIDAD;Negociado;Privados;55860;55860;TELEVISION AUTONOMICA DE ARAGON SA;2017;
CONAD20171800000963;ruta 21. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;15897.82;15897.82;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000969;ruta 25. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;9413.18;9413.18;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000971;ruta 58. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;62958.11;62958.11;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000972;ruta 61. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;68627.73;68627.73;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000982;ruta 122. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;35705.73;35705.73;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000983;ruta 126. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;3556.09;3556.09;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000984;ruta 134. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;23042.18;23042.18;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONLT20175200000615;cuatro mamografos digitales directos;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;819471.08;733600;EMSOR; S.A. EMSOR; SA;2017;
CONLT20175200000616;un mamografo digital directo con tomosintesis;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;219008.27;218900;EMSOR; S.A. EMSOR; SA;2017;
CONLT20175200000618;cinco mamografos digitales directos con tomo.e imagen sintetizada;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;1480157.03;1336000;EMSOR; S.A. EMSOR; SA;2017;
CONAD20171600000326;archivadores ryc-09/17;SANIDAD;Derivado de acuerdo marco;Suministros;2480;1342.64;TORRES EQUIPAMIENTOS DE OFICINAS;2017;
CONMY20177300000017;iacs-2/2017-sumninistro de reactivos para secuenciacion;INSTITUTO ARAGONÉS CIENCIAS DE LA SALUD;Negociado;Suministros;60696.73;60693.72;LIFE TECNOLOGIES S.A.;2017;
CONMY20175200000954;ampliación serv. mantenimiento radiología digital;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;63791.2;63600;BAHIA SOFTWARE S.L.U.;2017;
CONMY20175200000662;serv. mnto. aplicaciones atencion primaria omi-ap; esalus;SERVICIO ARAGONÉS DE SALUD;Negociado;Servicios;429547.8;429547.8;STACKS CONSULTING E INGENIERIA EN;2017;
CONMY20171600000242;suministro de 1.500 envases de antipalúdico mefloquina;SANIDAD;Abierto;Suministros;34470;34470;ROCHE FARMA S.A.;2017;
CONAD20171400000317;mantenimiento y desarrollo del sistema de datos calidad del aire 2017-18;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;68649.01;68649.01;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONMY20171200000106;suministro enfriadora para edificio servicios múltiples san pedro nolasco;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Abierto;Suministros;24276.43;24074.3;AMBITEC S.A.U;2017;
CONMY20171800000577;espacios para aulas de infantil en el ceip juan ramón alegre de andorra;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Obras;270000;270000;PROMOCIONES ALTOGRA SL;2017;
CONAD20175100000200;suministro de gas natural tarifa 3.2;INSTITUTO ARAGONÉS DE EMPLEO;Derivado de acuerdo marco;Suministros;2479.34;2479.34;ENDESA ENERGIA S.A.;2017;
CONAD20171400000447;ejecución misión inversa de importadores de rusia y paises cei;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;43169.98;43169.98;ARAGON EXTERIOR S.A.;2017;
CONMY20171000000203;obras de reforma de instalaciones térmicas juzgado de caspe;PRESIDENCIA;Abierto;Obras;74662.59;72221.12;MONCOBRA S.A.;2017;
CONMY20171800000620;redacción proyecto ejecución 12 uds. primaria cip parque venecia;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;54748.25;46500;CEROUNO ARQUITECTOS S.C.P.;2017;
CONMY20171800000621;redacción proyecto 12 uds. prim cip valdespartera iii;EDUCACIÓN; CULTURA Y DEPORTE;Abierto;Servicios;59287.54;50000;THEMOLINO PROYECTOS SLP;2017;
CONMY20175200000946;suministro treinta y dos ecógrafos atención primaria;SERVICIO ARAGONÉS DE SALUD;Abierto;Suministros;495867.77;421440;GRAL ELECTRIC HEALTHCARE ESPAÑA S.A;2017;
CONAD20171500000037;suministro gas b ramazzini 2.11.2017 a 1.11.2019;ECONOMÍA; INDUSTRIA Y EMPLEO;Derivado de acuerdo marco;Suministros;17851.24;17851.24;NEXUS ENERGIA S.A.;2017;
CONMY20175300000538;servicio atención telefónica menores;INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES;Abierto;Servicios;136125.49;134400;MANIPULADOS Y SERVICIOS PICARRAL SL;2017;
CONAD20171500000038;suministro gas centro artesanía 2.11.2017 a 1.11.2019;ECONOMÍA; INDUSTRIA Y EMPLEO;Derivado de acuerdo marco;Suministros;11735.54;11735.54;NEXUS ENERGIA S.A.;2017;
CONMY20171400000299;suministro; instalacion y puesta en servicio enfriadora san pedro nolasco;DESARROLLO RURAL Y SOSTENIBILIDAD;Abierto;Suministros;66115.7;66115.7;AMBITEC S.A.U;2017;
CONAD20171200000123;cont.derivado amh gas of.delegada calatayud (c/amparados;2);HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;4082.16;4082.16;ENDESA ENERGIA S.A.;2017;
CONAD20171800001089;10 impresoras. adecuación aulas septiembre 2017;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;6150;3300;SAXUM PRINT; SL.;2017;
CONAD20171600000299;suministro 3 vehícuolos gama baja;SANIDAD;Derivado de acuerdo marco;Suministros;25500;25500;SUERO MOTOR S.L.U.;2017;
CONAD20171800000968;ruta 24. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;21063;21063;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000970;ruta 31. reserva de plazas huesca curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;19663.09;19663.09;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000981;ruta 112. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;25391.45;25391.45;ALOSA AUTOCARES Y AUTOBUSES S.L.;2017;
CONAD20171800000986;ruta 42. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;25616.73;25616.73;LA FRANJA DE ARAGON S.L.;2017;
CONMY20171000000256;adquisisción de 52 ordenadores personales upa aragón;PRESIDENCIA;Abierto;Suministros;36140;35828;SOLITIUM S.L.;2017;
CONAD20171400000407;146 zb81600 plan recuperación margaritífera auricularia en aragón 2018-19;DESARROLLO RURAL Y SOSTENIBILIDAD;Por administración;Servicios;336947.56;336947.56;SDAD ARAGONESA DE GESTION;2017;
CONMY20171000000257;implantación y mantenimiento preventivo y evolutivo avantius;PRESIDENCIA;Negociado;Servicios;2141640.49;2141639.95;TRACASA INSTRUMENTAL S.L.;2017;
CONAD20171800000990;ruta 110. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;19029.11;19029.11;EMPRESA LAX S.L.;2017;
CONAD20171800000991;ruta 123. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;17539.09;17539.09;MANCOMUNIDAD SERV MUNIC ALTO VALLE;2017;
CONAD20171800000992;ruta 124. reserva de plazas huesca. curso 2017/2018;EDUCACIÓN; CULTURA Y DEPORTE;Negociado;Servicios;2497.31;2497.31;GUARABUS S.L.;2017;
CONAD20171700000037;conad 14/2017: encargo ejecución extensión adm.electrónica gobierno aragón;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Por administración;Servicios;3677534.36;3677534.36;ARAGONESA DE SERVICIOS TELEMATICOS;2017;
CONAD20177200000020;s5/2017 redaccion informe cons econ resoluc contratos p2; p3; y p4;INSTITUTO ARAGONÉS DEL AGUA;Por administración;Servicios;6128.64;6128.64;SDAD ARAGONESA DE GESTION;2017;
CONAD20171600000257;compra de vehiculos gama baja 9 coches;SANIDAD;Derivado de acuerdo marco;Suministros;79789.61;75510;VEHICULOS DE ARAGON S.L.;2017;
CONMY20177100000052;desarrollo y mantenimiento app leader;ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS;Derivado de acuerdo marco;Servicios;173553.72;138842.98;UTE IA SOFT-OESIA;2017;
CONAD20171200000128;electricidad m.t. (l3) rec. aduanero plaza;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Suministros;11900.83;11900.83;ENDESA ENERGIA S.A.;2017;
CONAD20171800001240;1 impresora para cpi valdespartera iv;EDUCACIÓN; CULTURA Y DEPORTE;Derivado de acuerdo marco;Suministros;615;419;COPIADORAS DIGITALES DE HUESCA S.L.;2017;
CONAD20171600000340;procedimientos quirúrgicos i.v.e.;SANIDAD;Derivado de acuerdo marco;Servicios;12754.92;12754.92;UTE-ACTUR QUIRURGICOS;2017;
CONAD20171600000341;procedimientos quirúrgicos i.v.e.;SANIDAD;Derivado de acuerdo marco;Servicios;11368.45;11368.45;UTE-ACTUR QUIRURGICOS;2017;
CONAD20171700000043;conad 18/2017: servicios postales (homologado).;INNOVACIÓN; INVESTIGACIÓN Y UNIVERSIDAD;Derivado de acuerdo marco;Suministros;4545.46;4545.46;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
CONAD20171400000473;"gala entrega premios ""aragón alimentos"" 2017";DESARROLLO RURAL Y SOSTENIBILIDAD;Derivado de acuerdo marco;Servicios;81245.65;81049.29;VIAJES EL CORTE INGLES S.A.;2017;
CONAD20171200000160;servicios postales y telegraficos 18-sept 19 dpto hacienda y ap;HACIENDA Y ADMINISTRACIÓN PÚBLICA;Derivado de acuerdo marco;Servicios;224514.57;179338.84;SDAD ESTATAL CORREOS Y TELEGRAFOS;2017;
